Age,Income,Home_Status,Employment_Length,Loan_Intent,Loan_Grade,Loan_Amount,Interest_Rate,Loan_Status,Loan_Income_Percent,Historical_Default,Credit_History
33,145000,RENT,5.0,MEDICAL,C,1800,12.99,0,0.01,N,6
22,89004,RENT,7.0,DEBTCONSOLIDATION,A,17000,9.63,0,0.19,N,4
25,170000,OWN,4.0,EDUCATION,B,20000,12.53,0,0.12,N,4
32,20400,RENT,2.0,DEBTCONSOLIDATION,A,8000,8.49,1,0.39,N,6
27,83886,MORTGAGE,11.0,VENTURE,A,15000,6.03,0,0.18,N,6
22,67807,MORTGAGE,6.0,EDUCATION,A,6400,7.14,0,0.09,N,3
24,29120,RENT,0.0,EDUCATION,B,5000,10.99,0,0.17,N,4
24,33600,RENT,0.0,MEDICAL,B,4800,11.86,0,0.14,N,2
25,50400,MORTGAGE,4.0,VENTURE,C,3000,14.65,0,0.06,N,3
33,40000,MORTGAGE,2.0,PERSONAL,B,6000,12.21,0,0.15,N,10
26,170000,MORTGAGE,0.0,VENTURE,C,12000,13.57,0,0.07,Y,2
30,170000,MORTGAGE,2.0,VENTURE,B,14000,10.62,0,0.08,N,6
24,50000,RENT,0.0,EDUCATION,A,8000,7.74,0,0.16,N,4
37,200000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,6000,5.42,0,0.03,N,14
31,53000,MORTGAGE,15.0,HOMEIMPROVEMENT,A,15875,7.9,0,0.3,N,5
27,91224,MORTGAGE,6.0,MEDICAL,A,15000,7.88,0,0.16,N,10
24,72000,RENT,8.0,EDUCATION,A,14000,7.9,0,0.19,N,4
31,65000,RENT,2.0,MEDICAL,A,8000,6.99,0,0.12,N,9
23,36000,MORTGAGE,6.0,PERSONAL,C,14000,12.99,0,0.39,Y,3
31,50000,RENT,0.0,PERSONAL,C,8000,,0,0.16,N,9
30,90000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,5000,12.87,0,0.06,Y,10
25,216000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,25000,16.07,0,0.12,N,2
33,95000,MORTGAGE,17.0,MEDICAL,A,12000,7.29,0,0.13,N,6
33,62800,RENT,3.0,PERSONAL,C,16000,13.11,0,0.25,Y,5
51,45000,RENT,1.0,DEBTCONSOLIDATION,A,16000,7.9,1,0.36,N,19
24,65000,RENT,0.0,DEBTCONSOLIDATION,B,7000,11.83,0,0.11,N,2
31,94000,MORTGAGE,15.0,PERSONAL,A,3000,5.42,0,0.03,N,10
32,53500,RENT,1.0,PERSONAL,C,4200,13.98,0,0.08,Y,10
27,104000,RENT,8.0,DEBTCONSOLIDATION,B,11000,,0,0.11,N,8
30,66120,MORTGAGE,10.0,PERSONAL,C,2800,13.57,0,0.04,N,6
21,80000,RENT,3.0,VENTURE,A,15000,,0,0.19,N,2
22,34000,RENT,0.0,HOMEIMPROVEMENT,D,1200,14.61,1,0.04,Y,4
24,78000,MORTGAGE,4.0,PERSONAL,A,14500,7.51,0,0.19,N,4
31,76000,RENT,4.0,HOMEIMPROVEMENT,A,6000,7.49,0,0.08,N,5
25,35412,OWN,3.0,PERSONAL,B,5000,,0,0.14,N,4
22,60000,MORTGAGE,5.0,EDUCATION,B,8800,10.37,0,0.15,N,4
28,38400,RENT,0.0,PERSONAL,B,3000,9.25,0,0.08,N,10
39,36000,MORTGAGE,1.0,PERSONAL,A,7125,7.9,0,0.2,N,12
34,31704,RENT,2.0,VENTURE,B,3000,11.49,0,0.09,N,8
43,44000,MORTGAGE,8.0,PERSONAL,B,10000,10.38,0,0.23,N,14
24,64000,MORTGAGE,8.0,PERSONAL,A,14500,5.42,1,0.23,N,2
30,65000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,20000,16.77,0,0.31,Y,5
23,45300,MORTGAGE,3.0,EDUCATION,D,5550,15.37,0,0.12,Y,3
33,65000,RENT,17.0,VENTURE,C,12000,,0,0.18,N,8
27,120000,MORTGAGE,11.0,PERSONAL,A,7000,6.76,0,0.06,N,7
29,52000,MORTGAGE,6.0,MEDICAL,B,7800,10.36,0,0.15,N,9
34,285000,RENT,5.0,EDUCATION,B,21000,11.71,0,0.07,N,10
29,42000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,2500,7.74,0,0.06,N,7
22,40000,MORTGAGE,1.0,PERSONAL,E,8000,16.0,0,0.2,Y,3
22,69700,RENT,4.0,VENTURE,B,11200,,0,0.16,N,2
23,80000,OWN,2.0,EDUCATION,F,6000,19.13,0,0.07,Y,4
40,160000,MORTGAGE,3.0,EDUCATION,C,12000,14.27,0,0.07,Y,17
24,61000,RENT,8.0,PERSONAL,B,11200,9.99,0,0.18,N,3
23,85272,RENT,7.0,VENTURE,B,5000,11.11,0,0.06,N,4
44,55000,RENT,18.0,PERSONAL,B,9600,11.26,0,0.17,N,16
32,41000,MORTGAGE,2.0,PERSONAL,D,8000,15.05,0,0.2,N,9
25,60000,RENT,4.0,EDUCATION,A,9800,,0,0.16,N,2
37,63000,RENT,6.0,HOMEIMPROVEMENT,B,5000,10.2,0,0.08,N,16
27,89000,MORTGAGE,11.0,EDUCATION,D,2800,14.96,0,0.03,Y,10
25,72000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,10000,14.27,1,0.14,N,3
22,87000,MORTGAGE,6.0,EDUCATION,B,1500,10.99,0,0.02,N,4
22,30000,RENT,1.0,PERSONAL,B,9375,11.71,1,0.31,N,2
23,28600,RENT,7.0,EDUCATION,A,1000,7.9,0,0.03,N,3
22,49176,RENT,7.0,MEDICAL,C,17500,13.85,1,0.36,N,2
34,120000,OWN,4.0,VENTURE,B,7800,10.99,0,0.07,N,9
23,60000,MORTGAGE,3.0,PERSONAL,A,13000,7.88,0,0.22,N,4
54,20000,RENT,2.0,DEBTCONSOLIDATION,C,5000,,0,0.25,Y,19
29,34500,OWN,7.0,VENTURE,A,20000,7.29,0,0.58,N,10
24,74004,MORTGAGE,7.0,DEBTCONSOLIDATION,D,25000,15.57,1,0.34,Y,3
45,32000,RENT,4.0,PERSONAL,A,4500,7.51,0,0.14,N,12
24,46800,RENT,4.0,DEBTCONSOLIDATION,A,14000,7.88,0,0.3,N,4
32,35000,RENT,2.0,PERSONAL,B,5500,11.49,0,0.16,N,5
36,23004,OWN,0.0,VENTURE,B,12000,11.48,0,0.52,N,11
26,105000,MORTGAGE,11.0,PERSONAL,A,5000,8.49,0,0.05,N,3
29,52044,MORTGAGE,12.0,EDUCATION,A,8875,7.9,1,0.17,N,7
31,42000,RENT,2.0,MEDICAL,A,7000,7.9,0,0.17,N,7
36,60000,RENT,2.0,PERSONAL,A,2400,5.79,0,0.04,N,17
23,61200,MORTGAGE,2.0,DEBTCONSOLIDATION,A,10000,7.88,0,0.16,N,3
29,117000,RENT,6.0,PERSONAL,B,21000,10.65,0,0.18,N,9
23,95000,RENT,4.0,EDUCATION,B,12000,9.63,0,0.13,N,4
23,54804,RENT,4.0,EDUCATION,D,3600,16.77,0,0.07,Y,4
21,53000,RENT,3.0,EDUCATION,D,3000,,0,0.06,N,4
23,53000,RENT,6.0,MEDICAL,C,8000,14.26,0,0.15,Y,4
30,60000,MORTGAGE,10.0,PERSONAL,B,16000,11.71,0,0.27,N,8
29,141000,MORTGAGE,1.0,VENTURE,A,8000,6.99,0,0.06,N,9
24,28596,RENT,5.0,EDUCATION,B,1500,11.46,0,0.05,N,4
28,62000,RENT,3.0,MEDICAL,B,9200,10.0,0,0.15,N,9
22,100000,RENT,3.0,MEDICAL,A,1200,8.59,0,0.01,N,2
43,78000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,15000,14.46,1,0.19,Y,13
33,44000,RENT,0.0,MEDICAL,D,9000,15.21,1,0.2,Y,6
22,110000,MORTGAGE,7.0,EDUCATION,C,20000,12.41,0,0.18,N,2
22,80000,MORTGAGE,6.0,EDUCATION,B,35000,,0,0.44,N,2
29,40800,MORTGAGE,0.0,HOMEIMPROVEMENT,A,2000,7.74,0,0.05,N,8
22,45691,MORTGAGE,5.0,VENTURE,A,7000,7.14,0,0.15,N,2
32,40704,MORTGAGE,9.0,HOMEIMPROVEMENT,B,10000,9.63,0,0.25,N,7
26,170000,MORTGAGE,0.0,VENTURE,B,20000,10.37,0,0.12,N,4
24,46151,RENT,2.0,DEBTCONSOLIDATION,B,6000,10.59,0,0.13,N,4
22,60000,RENT,6.0,MEDICAL,C,15000,13.35,0,0.25,Y,3
29,99400,MORTGAGE,3.0,VENTURE,A,6000,6.92,0,0.06,N,7
23,85000,RENT,2.0,MEDICAL,B,9600,10.99,0,0.11,N,4
23,54000,RENT,7.0,MEDICAL,C,15000,15.27,1,0.28,N,2
29,38000,RENT,3.0,PERSONAL,C,15500,12.41,1,0.41,N,6
24,39000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5600,5.42,0,0.14,N,4
25,40000,RENT,3.0,EDUCATION,B,16000,11.71,1,0.4,N,4
32,74000,OWN,3.0,PERSONAL,B,5000,10.62,0,0.07,N,10
30,200000,MORTGAGE,0.0,MEDICAL,A,10000,8.59,0,0.05,N,10
22,105000,MORTGAGE,6.0,EDUCATION,A,7500,,0,0.07,N,2
22,36000,OWN,4.0,DEBTCONSOLIDATION,D,5000,14.61,0,0.14,Y,4
22,19008,OWN,,PERSONAL,A,12000,5.42,1,0.63,N,4
24,37000,RENT,3.0,MEDICAL,E,5000,16.45,1,0.14,N,3
28,84000,MORTGAGE,1.0,PERSONAL,A,8400,7.51,0,0.1,N,10
22,47000,OWN,6.0,MEDICAL,A,3000,5.42,0,0.06,N,3
22,53000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,1000,15.27,0,0.02,Y,4
22,21600,RENT,3.0,MEDICAL,B,8000,11.49,1,0.37,N,3
28,38000,MORTGAGE,5.0,VENTURE,A,8400,7.51,0,0.22,N,7
31,60000,OWN,0.0,EDUCATION,B,24250,12.18,0,0.4,N,7
29,65000,MORTGAGE,13.0,EDUCATION,D,10000,15.33,0,0.15,Y,6
35,27600,MORTGAGE,19.0,EDUCATION,B,3000,11.86,0,0.11,N,5
33,70000,MORTGAGE,3.0,VENTURE,C,20000,12.84,0,0.29,Y,7
33,35360,MORTGAGE,7.0,MEDICAL,A,6350,7.51,0,0.18,N,5
25,69900,MORTGAGE,9.0,VENTURE,A,5050,5.42,0,0.07,N,2
28,70000,RENT,3.0,PERSONAL,E,3500,18.39,0,0.05,Y,8
28,8000,RENT,1.0,HOMEIMPROVEMENT,B,4750,11.12,1,0.59,N,5
25,42000,RENT,2.0,EDUCATION,A,3150,5.79,0,0.07,N,4
34,74000,MORTGAGE,10.0,EDUCATION,C,17000,14.27,0,0.23,Y,10
28,32640,RENT,3.0,MEDICAL,A,4500,7.14,0,0.14,N,8
38,18720,OWN,22.0,VENTURE,B,2500,11.86,0,0.13,N,16
23,14400,OWN,2.0,HOMEIMPROVEMENT,E,4000,16.7,1,0.28,N,2
25,74000,OWN,1.0,MEDICAL,A,16000,8.49,0,0.22,N,3
24,38000,OWN,2.0,EDUCATION,A,9600,,0,0.25,N,2
25,35000,RENT,9.0,VENTURE,B,4800,11.14,0,0.14,N,2
26,24000,RENT,5.0,MEDICAL,A,6000,6.62,0,0.25,N,2
24,62050,RENT,8.0,MEDICAL,D,25000,15.33,1,0.34,Y,2
24,60000,MORTGAGE,,MEDICAL,A,5000,7.14,0,0.08,N,2
25,60000,RENT,3.0,HOMEIMPROVEMENT,A,7000,6.92,0,0.12,N,2
24,60000,RENT,5.0,HOMEIMPROVEMENT,D,3400,,0,0.06,N,2
21,38400,RENT,5.0,EDUCATION,B,5000,10.59,0,0.13,N,3
27,58000,RENT,0.0,EDUCATION,C,4600,13.99,0,0.08,Y,10
28,57000,MORTGAGE,13.0,PERSONAL,C,9600,15.96,0,0.17,Y,9
25,55000,MORTGAGE,3.0,EDUCATION,D,5000,15.99,0,0.09,N,4
27,71000,RENT,11.0,EDUCATION,B,15000,9.01,0,0.21,N,6
23,46500,MORTGAGE,1.0,MEDICAL,A,5000,7.49,1,0.11,N,3
22,111000,RENT,1.0,VENTURE,B,15000,10.62,0,0.14,N,3
32,49000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,8275,,0,0.17,N,6
41,4000,RENT,0.0,MEDICAL,C,2000,13.22,1,0.5,Y,15
22,89800,MORTGAGE,6.0,VENTURE,B,20000,12.53,0,0.22,N,3
26,22406,RENT,5.0,PERSONAL,A,2500,6.76,1,0.11,N,4
40,15600,OWN,2.0,EDUCATION,D,4000,15.7,1,0.26,Y,13
23,41004,MORTGAGE,8.0,VENTURE,A,10000,9.32,0,0.24,N,4
25,50000,RENT,2.0,VENTURE,B,10800,10.75,0,0.22,N,3
40,75000,RENT,3.0,EDUCATION,A,6500,7.9,0,0.09,N,15
26,45000,RENT,10.0,PERSONAL,D,11000,14.61,0,0.24,N,2
27,24000,RENT,1.0,MEDICAL,C,2150,14.72,0,0.09,N,7
35,82000,MORTGAGE,4.0,HOMEIMPROVEMENT,E,10000,16.69,0,0.12,Y,9
22,140000,RENT,4.0,VENTURE,C,15000,14.17,0,0.11,Y,3
38,95000,OWN,6.0,HOMEIMPROVEMENT,E,14000,17.74,0,0.15,Y,17
23,32000,RENT,0.0,HOMEIMPROVEMENT,C,7000,14.26,1,0.22,N,4
35,53500,MORTGAGE,3.0,HOMEIMPROVEMENT,B,10000,9.91,0,0.19,N,9
23,54000,RENT,7.0,EDUCATION,B,1500,9.62,0,0.03,N,4
22,23000,RENT,6.0,MEDICAL,B,10000,9.88,1,0.43,N,2
28,10800,RENT,0.0,DEBTCONSOLIDATION,B,4200,11.83,1,0.39,N,5
23,128000,MORTGAGE,4.0,EDUCATION,C,4800,12.99,0,0.04,Y,2
25,36000,OWN,10.0,MEDICAL,B,11200,9.76,0,0.31,N,2
26,98400,MORTGAGE,4.0,VENTURE,A,8450,6.99,0,0.09,N,2
36,45000,OWN,4.0,DEBTCONSOLIDATION,D,8000,14.74,0,0.18,Y,13
26,75000,RENT,0.0,HOMEIMPROVEMENT,A,3600,8.94,0,0.05,N,4
24,68069,MORTGAGE,,VENTURE,A,8100,,0,0.12,N,4
25,60000,OWN,9.0,MEDICAL,A,16000,7.88,0,0.27,N,4
30,63000,RENT,9.0,PERSONAL,C,20000,13.92,1,0.32,Y,9
24,37000,RENT,8.0,MEDICAL,D,10500,,0,0.28,N,2
21,24000,RENT,6.0,VENTURE,D,2400,16.29,0,0.1,N,3
24,125375,RENT,0.0,MEDICAL,C,12000,14.27,1,0.08,N,2
35,24960,RENT,6.0,VENTURE,A,1400,8.49,0,0.06,N,7
24,135000,MORTGAGE,0.0,VENTURE,C,12500,,0,0.09,N,4
29,42000,RENT,0.0,EDUCATION,C,7500,12.87,0,0.18,Y,8
21,40000,RENT,2.0,EDUCATION,C,2000,14.72,0,0.05,N,3
22,68400,MORTGAGE,0.0,DEBTCONSOLIDATION,D,10000,15.95,1,0.15,N,4
26,60000,MORTGAGE,6.0,EDUCATION,A,9000,6.91,0,0.15,N,3
27,73000,MORTGAGE,11.0,PERSONAL,A,10000,5.79,0,0.14,N,8
24,69000,RENT,0.0,PERSONAL,E,10000,17.14,1,0.14,N,4
22,110000,MORTGAGE,5.0,PERSONAL,C,8000,12.98,0,0.07,N,4
23,70000,RENT,1.0,VENTURE,C,3000,14.27,0,0.04,Y,2
25,34000,MORTGAGE,0.0,MEDICAL,C,10000,12.87,0,0.29,Y,4
27,207182,MORTGAGE,11.0,VENTURE,B,22000,10.62,0,0.11,N,5
22,60132,RENT,7.0,EDUCATION,C,15000,14.26,0,0.25,N,4
30,54000,RENT,2.0,DEBTCONSOLIDATION,D,16200,15.57,1,0.3,N,10
21,36000,MORTGAGE,5.0,MEDICAL,B,1000,12.42,0,0.03,N,2
23,80607,RENT,2.0,MEDICAL,B,6000,12.21,0,0.07,N,2
21,90000,OWN,6.0,MEDICAL,A,12000,6.03,0,0.13,N,3
27,40800,RENT,11.0,PERSONAL,A,6000,7.66,0,0.15,N,7
26,69063,MORTGAGE,,HOMEIMPROVEMENT,A,6625,7.66,0,0.1,N,4
25,259000,MORTGAGE,9.0,HOMEIMPROVEMENT,D,20000,14.42,0,0.08,Y,2
22,55000,MORTGAGE,6.0,VENTURE,B,12000,9.99,0,0.22,N,4
25,130000,MORTGAGE,9.0,EDUCATION,B,15000,11.14,0,0.12,N,3
24,54000,RENT,3.0,EDUCATION,A,4025,6.76,0,0.07,N,2
23,62050,RENT,1.0,MEDICAL,E,17800,16.35,1,0.24,Y,3
24,70000,RENT,3.0,EDUCATION,B,25000,11.86,1,0.36,N,4
22,23000,RENT,1.0,MEDICAL,F,2800,21.74,1,0.12,N,4
22,35000,RENT,2.0,MEDICAL,B,5000,11.71,0,0.14,N,2
28,63600,MORTGAGE,12.0,DEBTCONSOLIDATION,A,3000,,0,0.05,N,7
25,195054,MORTGAGE,9.0,HOMEIMPROVEMENT,B,10000,10.59,0,0.05,N,2
24,59000,RENT,5.0,MEDICAL,A,3500,8.9,0,0.06,N,3
25,39396,RENT,0.0,VENTURE,D,6000,15.31,1,0.15,Y,3
26,50000,OWN,11.0,HOMEIMPROVEMENT,B,1800,11.49,0,0.04,N,4
22,24744,OWN,5.0,VENTURE,B,5000,11.89,0,0.2,N,2
26,175000,MORTGAGE,0.0,PERSONAL,C,15000,,0,0.09,N,3
30,110000,MORTGAGE,0.0,MEDICAL,A,6000,6.92,0,0.05,N,8
25,84000,MORTGAGE,8.0,VENTURE,B,6000,10.62,0,0.07,N,4
23,42000,RENT,3.0,HOMEIMPROVEMENT,D,8000,15.58,1,0.19,N,2
25,55000,RENT,0.0,DEBTCONSOLIDATION,B,6000,10.65,0,0.11,N,2
23,48000,RENT,,VENTURE,C,8000,12.99,0,0.17,Y,4
28,63564,RENT,4.0,MEDICAL,C,16000,13.47,0,0.25,Y,5
23,38400,RENT,7.0,EDUCATION,A,15000,6.17,1,0.39,N,2
27,55000,MORTGAGE,2.0,MEDICAL,B,9600,9.62,0,0.17,N,9
22,30000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,13.23,0,0.17,N,4
27,82000,MORTGAGE,11.0,VENTURE,A,4000,7.9,0,0.05,N,10
28,12000,OWN,,EDUCATION,B,3000,9.62,1,0.25,N,5
25,44000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,9800,7.49,1,0.22,N,4
25,63128,RENT,,VENTURE,A,1500,7.49,0,0.02,N,2
24,56000,MORTGAGE,8.0,EDUCATION,A,10000,7.49,0,0.18,N,3
44,44000,MORTGAGE,2.0,VENTURE,C,5000,12.23,1,0.11,Y,12
22,53000,RENT,3.0,MEDICAL,B,10000,9.99,0,0.19,N,4
28,55000,MORTGAGE,7.0,PERSONAL,A,8000,,0,0.15,N,9
21,36895,RENT,6.0,MEDICAL,A,4200,9.32,0,0.11,N,3
24,46540,RENT,5.0,VENTURE,D,13000,,0,0.28,Y,2
24,35000,RENT,4.0,EDUCATION,A,1850,7.12,0,0.05,N,2
24,82000,MORTGAGE,8.0,VENTURE,B,5325,,0,0.06,N,3
23,96000,MORTGAGE,1.0,EDUCATION,A,10000,7.49,0,0.1,N,3
39,56000,RENT,0.0,DEBTCONSOLIDATION,E,4800,16.7,1,0.09,Y,12
23,70000,RENT,3.0,VENTURE,C,6600,12.84,0,0.09,Y,3
28,140000,RENT,0.0,DEBTCONSOLIDATION,B,15000,11.26,0,0.11,N,5
27,58000,OWN,4.0,EDUCATION,B,4000,11.14,0,0.07,N,10
32,80000,MORTGAGE,6.0,EDUCATION,A,13000,7.88,0,0.16,N,10
29,55044,RENT,6.0,HOMEIMPROVEMENT,C,4200,,0,0.08,Y,9
27,68255,MORTGAGE,6.0,MEDICAL,E,17500,17.93,1,0.22,Y,10
24,63000,MORTGAGE,8.0,PERSONAL,C,11400,13.79,0,0.18,N,4
38,55000,RENT,2.0,PERSONAL,B,14000,11.48,0,0.25,N,14
26,30320,RENT,2.0,PERSONAL,B,7500,12.18,1,0.25,N,3
22,41000,MORTGAGE,2.0,EDUCATION,B,3000,12.18,0,0.07,N,4
30,91000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,18500,12.42,0,0.2,N,7
25,128500,MORTGAGE,1.0,HOMEIMPROVEMENT,C,15000,12.53,0,0.12,Y,3
21,44000,RENT,6.0,PERSONAL,D,10000,14.74,0,0.23,N,4
23,36000,RENT,3.0,EDUCATION,B,7000,9.99,0,0.19,N,3
31,67800,RENT,7.0,EDUCATION,B,15000,11.89,0,0.22,N,8
25,36000,RENT,0.0,PERSONAL,B,10000,11.11,0,0.28,N,2
24,18000,MORTGAGE,3.0,VENTURE,C,1200,11.34,0,0.07,Y,4
23,115000,MORTGAGE,1.0,VENTURE,A,8000,8.49,0,0.07,N,4
22,43000,RENT,5.0,VENTURE,B,2400,10.99,0,0.06,N,4
26,54828,MORTGAGE,10.0,EDUCATION,E,5000,16.82,0,0.09,N,4
30,72000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,7500,9.76,1,0.1,N,9
25,55000,RENT,3.0,DEBTCONSOLIDATION,A,20000,6.91,1,0.36,N,3
24,43000,RENT,8.0,VENTURE,B,4000,12.69,0,0.09,N,2
42,300000,MORTGAGE,0.0,PERSONAL,D,10000,17.27,0,0.03,Y,14
30,54000,RENT,9.0,HOMEIMPROVEMENT,C,15000,14.27,1,0.28,Y,8
35,110000,RENT,1.0,PERSONAL,B,3200,11.48,0,0.03,N,9
25,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.12,N,2
27,100000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,16000,13.43,0,0.16,N,5
24,63000,OWN,0.0,HOMEIMPROVEMENT,A,17600,8.94,0,0.28,N,4
28,55000,RENT,3.0,HOMEIMPROVEMENT,E,15000,17.06,0,0.27,Y,5
24,22000,RENT,3.0,PERSONAL,B,3000,10.33,0,0.14,N,2
23,70522,RENT,7.0,MEDICAL,C,9325,10.91,0,0.13,Y,3
28,47000,RENT,4.0,PERSONAL,A,2800,6.99,0,0.06,N,7
26,54000,RENT,2.0,HOMEIMPROVEMENT,D,2400,14.09,1,0.04,N,2
26,32450,MORTGAGE,5.0,HOMEIMPROVEMENT,A,3250,6.99,0,0.1,N,2
23,40000,RENT,5.0,MEDICAL,A,6000,8.94,0,0.15,N,3
24,35000,MORTGAGE,3.0,PERSONAL,D,13000,14.74,0,0.37,N,3
32,52000,RENT,0.0,PERSONAL,B,2500,8.88,0,0.05,N,10
45,69600,OWN,11.0,VENTURE,A,6000,7.9,0,0.09,N,12
25,75181,MORTGAGE,9.0,MEDICAL,A,6000,7.51,0,0.08,N,4
37,36000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,12000,6.03,0,0.33,N,13
26,90000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,6.62,0,0.11,N,4
23,49000,MORTGAGE,7.0,VENTURE,C,4000,13.99,0,0.08,N,4
25,22000,RENT,3.0,PERSONAL,E,5000,16.32,1,0.23,N,3
29,56400,RENT,1.0,DEBTCONSOLIDATION,A,3000,7.9,1,0.05,N,6
21,25000,RENT,0.0,EDUCATION,A,8125,7.9,1,0.33,N,3
29,35000,RENT,1.0,PERSONAL,A,10625,7.9,0,0.3,N,6
34,50000,RENT,5.0,HOMEIMPROVEMENT,B,2000,11.48,0,0.04,N,5
31,45000,MORTGAGE,12.0,DEBTCONSOLIDATION,C,12250,14.27,0,0.27,Y,10
40,30000,RENT,2.0,VENTURE,B,10625,,1,0.35,N,17
23,99996,MORTGAGE,2.0,EDUCATION,B,4800,11.49,0,0.05,N,4
22,59000,MORTGAGE,1.0,MEDICAL,A,15000,5.99,0,0.25,N,3
32,90000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,25000,11.58,0,0.28,N,6
22,66000,MORTGAGE,,EDUCATION,A,6000,7.9,0,0.09,N,3
22,84000,MORTGAGE,6.0,PERSONAL,B,12000,11.99,0,0.14,N,3
25,65000,OWN,9.0,PERSONAL,C,7000,11.66,0,0.11,Y,4
23,105999,MORTGAGE,6.0,EDUCATION,B,8550,9.88,0,0.08,N,2
29,80000,OWN,0.0,VENTURE,C,24000,12.87,0,0.3,N,9
26,52000,MORTGAGE,7.0,VENTURE,B,6500,10.74,0,0.13,N,2
30,9600,RENT,1.0,DEBTCONSOLIDATION,C,1500,12.73,1,0.16,Y,9
29,26400,RENT,4.0,MEDICAL,A,7200,7.49,0,0.27,N,10
24,75000,RENT,8.0,PERSONAL,D,12000,,0,0.16,N,4
35,84996,RENT,12.0,PERSONAL,A,17000,7.88,0,0.2,N,6
27,24500,RENT,3.0,MEDICAL,B,10000,10.25,1,0.41,N,7
25,48000,RENT,8.0,DEBTCONSOLIDATION,C,3500,13.16,0,0.07,N,3
35,45000,MORTGAGE,16.0,MEDICAL,C,6500,13.98,0,0.14,N,10
37,65000,RENT,7.0,EDUCATION,C,12000,13.98,0,0.18,N,15
25,19404,RENT,0.0,DEBTCONSOLIDATION,A,4000,8.63,1,0.21,N,3
33,69000,MORTGAGE,17.0,EDUCATION,B,7200,10.74,0,0.1,N,7
23,54586,RENT,5.0,PERSONAL,B,19000,11.14,1,0.35,N,2
37,52700,RENT,1.0,VENTURE,C,7700,,0,0.15,N,13
28,159000,MORTGAGE,3.0,PERSONAL,B,15000,11.86,0,0.09,N,8
23,44100,RENT,8.0,MEDICAL,A,13000,8.9,0,0.29,N,4
28,91800,MORTGAGE,1.0,MEDICAL,D,15000,15.37,1,0.14,Y,8
32,63000,RENT,9.0,DEBTCONSOLIDATION,B,8000,10.74,1,0.13,N,5
26,36000,MORTGAGE,5.0,PERSONAL,A,4000,,0,0.11,N,3
29,100000,MORTGAGE,9.0,VENTURE,C,25000,13.23,0,0.25,Y,8
25,45000,RENT,9.0,EDUCATION,A,4800,7.51,0,0.11,N,3
32,30000,RENT,1.0,MEDICAL,B,11450,9.99,1,0.38,N,6
21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3
26,75531,RENT,3.0,PERSONAL,D,15000,16.49,0,0.2,N,4
28,54996,RENT,8.0,PERSONAL,D,15000,14.09,0,0.27,Y,9
26,104676,MORTGAGE,,MEDICAL,A,16000,5.99,0,0.15,N,4
22,60000,MORTGAGE,1.0,EDUCATION,B,17000,9.45,0,0.28,N,4
28,54996,MORTGAGE,12.0,PERSONAL,A,6400,,0,0.12,N,5
36,16800,RENT,2.0,PERSONAL,C,1200,13.06,0,0.07,N,15
24,68000,RENT,3.0,EDUCATION,B,13500,12.21,0,0.2,N,2
22,38004,RENT,5.0,PERSONAL,B,10000,10.37,0,0.26,N,4
23,45000,RENT,0.0,DEBTCONSOLIDATION,B,7800,12.69,0,0.17,N,4
27,101004,MORTGAGE,3.0,MEDICAL,B,12000,,0,0.12,N,9
26,55000,RENT,4.0,VENTURE,A,9600,7.66,0,0.17,N,2
26,107496,MORTGAGE,9.0,DEBTCONSOLIDATION,B,20000,12.69,0,0.19,N,4
27,61000,MORTGAGE,11.0,EDUCATION,B,1200,10.37,0,0.02,N,9
25,60000,RENT,2.0,EDUCATION,B,20000,,1,0.33,N,4
22,29000,RENT,4.0,VENTURE,B,6000,11.46,0,0.21,N,3
23,16000,RENT,6.0,DEBTCONSOLIDATION,C,2250,13.49,0,0.14,N,4
26,75000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,10000,8.94,0,0.13,N,2
22,60000,MORTGAGE,6.0,VENTURE,A,7000,7.14,0,0.12,N,3
25,80000,MORTGAGE,2.0,MEDICAL,A,5000,7.51,0,0.06,N,3
26,27983,MORTGAGE,7.0,VENTURE,A,6000,7.88,0,0.21,N,3
34,44000,RENT,2.0,VENTURE,B,4000,10.36,0,0.09,N,9
22,15090,RENT,0.0,EDUCATION,A,7000,8.94,1,0.46,N,4
